ResponseId,CELL,AIP_COND,DISC_COND,CONSENT,SCR_AGE,SCR1,CC1,CC2,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,REL1,REL2,REL3,REL4,INT1,INT2,INT3,INT4,INT5,TRU1,TRU2,TRU3,TRU4,TRU5,ENG1,ENG2,ENG3,ENG4,ENG5,ENG6,PI1,PI2,PI3,PDPL1,PDPL2,PDPL3,PDPL4,ATT1,ATT2,MC_AIP,MC_DISC,VIG_TIME_First Click,VIG_TIME_Last Click,VIG_TIME_Page Submit,VIG_TIME_Click Count,Duration (in seconds),AGE_BAND,GEN,EDU,INC,FREQ,PLAT,PRIOR,CHAN,CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_STORE,CHAN_SOC,flag_cell_mismatch,flag_straightliner,flag_cc1_wrong,flag_cc2_wrong
R_2_0157,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,5,6,6,5,7,7.0,5,7,6,5,5,5,4.0,4,5,5,5,5,5,5,5,5.0,5,5,6,6,6,5,4,2,2,1,3,5,2,5,3,1.0,12.1,12.9,4,340,18 - 24,Nam,Dai hoc,Tren 40 trieu,Khoang moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0158,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,5,5,5,4,6,6.0,2,2,4,3,4,2,3.0,3,2,4,4,4,3,3,5,3.0,3,3,2,4,3,4,3,6,6,5,3,5,2,4,4,1.3,6.0,6.2,1,509,25 - 34,Nam,Dai hoc,5 - 10 trieu,Vai lan moi nam,TikTok Shop,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0159,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,6,3,5,4,5,5.0,4,4,4,5,3,4,4.0,4,3,4,5,5,4,5,4,5.0,4,3,3,4,6,6,7,5,4,3,3,5,2,2,5,6.6,8.299999999999999,9.1,4,492,25 - 34,Nu,Dai hoc,Tren 20 - 40 trieu,Khoang moi tuan,Lazada,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0160,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,6,5,5,5,5,4.0,3,4,3,3,5,3,3.0,5,3,6,5,4,4,4,4,4.0,5,6,4,4,4,3,2,7,5,5,4,5,2,3,5,6.7,7.7,8.0,7,490,35 - 44,Nu,Trung cap - Cao dang,5 - 10 trieu,Nhieu lan moi tuan,TikTok Shop,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0162,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,5,5,6,4,4,6.0,5,6,6,5,3,4,3.0,3,5,4,5,5,5,5,4,3.0,3,5,5,3,2,1,3,2,3,1,2,5,2,4,3,11.8,15.3,16.2,1,355,25 - 34,Nu,Sau dai hoc,Tren 20 - 40 trieu,Khoang moi thang,Lazada,Tu 6 den 12 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0163,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,4,5,3,5,5.0,2,3,4,3,4,4,4.0,3,4,6,5,5,6,5,4,4.0,2,4,4,5,5,5,4,4,4,4,4,5,2,3,5,2.5,15.2,20.8,3,451,18 - 24,Nam,Dai hoc,Tren 40 trieu,Khoang moi thang,Lazada,Tu 1 den 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0164,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,6,6,6,6,5,,7,7,6,4,4,6,4.0,2,4,4,5,5,5,4,3,4.0,4,3,4,5,6,5,6,6,6,6,4,5,2,3,5,0.7,2.4,2.9,6,404,45 - 54,Khac,Dai hoc,Tren 20 - 40 trieu,Nhieu lan moi tuan,Lazada,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0165,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,2,4,2,3,3,3.0,4,4,3,2,3,2,2.0,3,2,5,4,6,6,6,5,5.0,6,6,6,5,4,4,5,5,5,4,5,5,2,1,6,9.0,16.7,17.3,7,408,25 - 34,Nu,Dai hoc,Duoi 5 trieu,Khoang moi thang,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0166,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,6,7,6,6,7,6.0,4,4,4,4,5,2,5.0,5,4,3,3,1,3,3,4,4.0,3,4,4,3,3,4,4,3,2,4,2,5,2,6,6,3.4,11.3,12.7,4,576,25 - 34,Nu,Trung cap - Cao dang,Tren 20 - 40 trieu,Khoang moi tuan,Shopee,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0167,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,2,2,2,3,2,3.0,2,3,2,2,2,5,3.0,3,2,3,4,4,5,3,3,4.0,5,4,3,3,5,4,4,5,5,4,6,5,2,1,3,2.9,5.6,7.5,7,569,35 - 44,Nam,Dai hoc,Duoi 5 trieu,Nhieu lan moi tuan,Lazada,Tu 6 den 12 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0168,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,3,5,3,5,3.0,4,6,5,4,3,5,4.0,4,3,4,3,3,5,5,3,,3,4,5,6,5,4,4,2,2,2,3,5,2,2,6,1.8,2.1,3.0,4,419,45 - 54,Nu,Trung cap - Cao dang,Tren 10 - 20 trieu,Vai lan moi nam,Lazada,Tren 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0169,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,2,2,4,4,2,3.0,2,3,3,3,5,4,4.0,4,4,5,7,5,4,4,5,4.0,5,6,4,5,4,4,5,3,4,4,4,5,2,3,6,0.7,20.2,20.8,4,592,25 - 34,Nam,Trung cap - Cao dang,Tren 10 - 20 trieu,Khoang moi tuan,Lazada,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0171,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,2,2,2,3,2,1.0,5,4,4,5,4,4,4.0,4,3,3,5,3,3,3,3,3.0,4,3,4,3,4,3,3,5,4,3,3,5,2,2,6,4.7,6.1,7.6,3,403,18 - 24,Khac,Dai hoc,Tren 10 - 20 trieu,Nhieu lan moi tuan,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0172,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,5,5,4,5,4.0,5,4,5,4,3,1,3.0,4,1,5,4,5,5,5,5,6.0,6,5,6,5,5,5,7,4,2,2,4,5,2,4,5,5.0,9.3,12.3,4,463,35 - 44,Nam,Dai hoc,Duoi 5 trieu,Vai lan moi nam,Shopee,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0173,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,3,4,5,3,5,5,4.0,6,6,4,5,4,2,3.0,3,4,3,4,3,3,4,4,4.0,5,3,4,4,6,4,6,4,6,6,5,5,2,4,5,0.0,0.5,1.2,6,325,25 - 34,Nu,Dai hoc,Tren 20 - 40 trieu,Khoang moi thang,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,True
R_2_0174,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,4,5,3,4,3.0,4,4,4,4,4,3,3.0,4,3,5,4,5,4,5,2,2.0,3,3,3,3,5,6,5,6,7,6,5,5,2,4,5,0.9,1.2,1.5,3,549,18 - 24,Nam,Dai hoc,Duoi 5 trieu,Khoang moi tuan,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0175,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,5,3,3,5,4.0,4,5,6,3,4,5,5.0,4,4,6,5,4,5,3,3,3.0,4,6,5,3,6,4,4,4,4,3,3,5,2,3,4,4.1,7.399999999999999,7.6,4,284,18 - 24,Nam,Dai hoc,Tren 20 - 40 trieu,Khoang moi tuan,Tiki,Tu 1 den 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0176,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,6,5,7,6,5,6.0,7,7,7,6,4,4,4.0,4,3,5,5,6,5,5,5,7.0,6,5,6,6,6,6,6,6,5,4,6,5,2,5,4,1.8,2.9000000000000004,3.5000000000000004,2,566,18 - 24,Nu,Trung cap - Cao dang,Duoi 5 trieu,Khoang moi thang,Lazada,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0177,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,3,4,5,5,4,5.0,4,3,4,4,4,5,5.0,3,4,4,5,4,3,4,4,5.0,4,4,4,4,4,4,4,5,6,3,6,5,2,5,1,2.0,4.5,5.3,6,537,18 - 24,Khac,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0179,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,1,1,3,2,2,1.0,3,3,4,3,2,2,2.0,2,3,5,5,7,6,4,4,3.0,4,4,3,4,2,2,2,4,3,3,3,5,2,3,5,1.5,6.0,6.4,4,404,18 - 24,Nu,Dai hoc,Tren 20 - 40 trieu,Khoang moi tuan,TikTok Shop,Tu 6 den 12 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0180,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,7,6,6,5,7,6.0,5,4,3,2,4,4,6.0,6,4,3,5,3,3,4,4,4.0,4,3,5,4,4,4,5,3,4,2,1,5,2,6,4,1.5,2.6,3.3,5,563,18 - 24,Nam,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0181,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,4,4,4,7,3.0,4,5,6,3,4,3,2.0,2,4,3,4,4,4,3,4,4.0,3,5,5,4,4,5,5,4,4,2,3,5,2,4,7,4.6,4.8,4.9,3,668,45 - 54,Nu,Sau dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,TikTok Shop,Tu 6 den 12 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0182,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,2,1,2,2,2,1.0,3,4,3,2,3,2,1.0,1,1,1,2,3,3,4,3,3.0,4,4,5,5,6,4,5,5,4,6,4,5,2,2,5,3.6,5.6,7.399999999999999,4,647,35 - 44,Nam,Trung cap - Cao dang,Tren 40 trieu,Khoang moi thang,TikTok Shop,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0183,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,5,5,4,5,5.0,4,4,4,5,4,4,4.0,3,4,6,5,6,4,6,4,3.0,5,5,4,5,4,2,3,2,3,1,3,5,2,5,4,1.6,9.7,10.8,6,432,35 - 44,Nu,Sau dai hoc,Tren 40 trieu,Khoang moi thang,TikTok Shop,Tu 6 den 12 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0184,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,5,4,6,4,5,5.0,5,5,4,3,5,5,5.0,4,5,4,5,5,5,4,4,3.0,4,4,4,3,1,1,3,5,4,5,5,5,2,5,3,3.9,4.4,5.800000000000001,5,383,18 - 24,Nam,Trung cap - Cao dang,Tren 10 - 20 trieu,Khoang moi thang,Tiki,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0185,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,4,4,4,3,4.0,5,4,3,3,4,3,3.0,4,5,7,5,5,5,4,4,5.0,5,3,3,5,5,5,3,6,5,4,3,5,2,1,5,3.0,10.2,10.4,4,419,35 - 44,Nu,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,Shopee,Tu 6 den 12 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0187,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,6,6,5,7,7,6.0,3,4,4,5,5,3,5.0,3,5,6,5,5,5,5,5,5.0,6,5,3,5,5,4,5,5,4,4,5,5,2,6,3,1.0,1.7,2.0,4,457,45 - 54,Nu,Sau dai hoc,Duoi 5 trieu,Nhieu lan moi tuan,TikTok Shop,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0188,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,3,5,6,5,6,4,6.0,6,4,4,4,3,3,4.0,5,4,2,5,4,2,4,3,3.0,2,3,3,3,3,3,2,5,3,5,6,5,2,4,6,0.4,0.9,1.8,1,448,18 - 24,Khac,Dai hoc,Tren 20 - 40 trieu,Khoang moi tuan,Tiki,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,True
R_2_0189,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,5,5,6,5,5.0,5,5,6,5,5,5,7.0,5,5,2,2,2,4,3,4,4.0,4,3,4,4,4,4,4,2,2,1,1,5,2,5,4,3.5,5.4,6.2,4,244,35 - 44,Nu,Dai hoc,Tren 40 trieu,Khoang moi tuan,Lazada,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0191,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,2,2,2,2,1,1.0,1,1,2,2,2,1,2.0,1,1,3,3,3,2,3,3,4.0,3,4,4,3,2,1,2,4,3,4,4,5,2,2,6,2.1,3.5,6.0,2,556,55 tro len,Nu,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0193,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,3,5,5,4,4.0,4,5,6,5,5,5,5.0,3,5,3,3,3,5,3,5,5.0,5,7,6,5,4,2,4,6,7,5,5,5,2,5,3,2.6,11.1,13.1,4,831,18 - 24,Nam,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Shopee,Tu 6 den 12 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0194,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,2,6,4,6,6,7,6.0,7,6,6,7,5,6,6.0,5,4,5,5,5,5,5,3,4.0,3,4,4,2,4,4,5,3,3,5,3,5,2,7,4,0.8,2.8,3.3,1,501,25 - 34,Nu,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,Lazada,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,True,False
R_2_0195,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,4,5,4,4,3.0,3,2,2,2,4,4,3.0,3,3,4,4,3,4,3,3,2.0,3,3,3,3,3,4,3,1,3,2,3,5,2,3,5,1.1,11.8,11.9,2,247,35 - 44,Nu,Dai hoc,Tren 40 trieu,Vai lan moi nam,Lazada,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0196,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,2,4,3,2,3.0,6,3,5,6,7,6,6.0,5,5,3,3,3,2,3,1,2.0,2,3,2,4,4,4,4,4,5,3,3,5,2,3,5,2.3,3.0,4.3,3,451,25 - 34,Nu,Trung cap - Cao dang,5 - 10 trieu,Khoang moi tuan,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0198,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,4,3,2,4,2.0,2,2,3,2,3,4,3.0,2,3,4,2,4,2,3,2,3.0,4,3,4,2,4,5,4,2,2,2,1,5,2,4,6,1.1,9.3,10.2,6,465,25 - 34,Nam,Trung cap - Cao dang,5 - 10 trieu,Nhieu lan moi tuan,Tiki,Tren 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0199,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,3,2,4,4,4,3,4.0,4,4,3,4,3,5,4.0,4,5,3,1,2,3,2,3,,3,4,2,4,2,4,4,4,4,4,4,5,2,4,5,0.2,0.8999999999999999,2.1,2,465,25 - 34,Nu,Dai hoc,Tren 40 trieu,Khoang moi thang,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,True
R_2_0201,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,2,3,4,4,4.0,2,1,4,2,3,3,4.0,2,3,1,1,2,3,3,2,3.0,2,2,3,3,4,5,5,6,5,7,6,5,2,4,4,2.1,2.3000000000000003,2.3000000000000003,1,472,35 - 44,Nam,Dai hoc,Duoi 5 trieu,Khoang moi thang,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0202,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,6,6,7,4,4,5.0,7,7,7,7,5,3,3.0,5,4,6,6,6,6,6,3,5.0,6,7,5,5,5,6,7,4,6,2,6,5,2,7,5,0.1,3.1,4.1,5,518,35 - 44,Nam,Trung cap - Cao dang,5 - 10 trieu,Khoang moi thang,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0203,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,5,5,4,5,3.0,2,3,2,5,4,3,4.0,4,2,3,5,4,5,5,2,4.0,3,5,4,4,7,6,6,3,2,3,3,5,2,5,5,1.3,2.8,3.2,6,578,35 - 44,Nam,Trung cap - Cao dang,Duoi 5 trieu,Vai lan moi nam,Lazada,Tren 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0204,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,5,4,3,3,5.0,4,4,3,3,4,5,4.0,3,5,5,4,5,4,5,5,3.0,4,3,4,4,4,4,3,5,5,4,4,5,2,4,4,0.7,7.7,7.8,5,534,45 - 54,Nam,Dai hoc,Tren 10 - 20 trieu,Nhieu lan moi tuan,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0205,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,5,5,6,6,4,6.0,3,3,4,2,6,6,4.0,5,6,3,3,4,3,3,3,2.0,2,2,5,3,5,5,6,2,4,2,2,5,2,6,5,2.8,3.0,3.0,3,498,18 - 24,Nam,Sau dai hoc,Tren 20 - 40 trieu,Khoang moi tuan,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0206,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,5,4,5,4,4.0,5,6,6,6,4,3,3.0,3,4,7,7,7,6,7,4,5.0,5,5,6,5,7,7,7,4,4,3,4,5,2,5,5,2.1,2.9000000000000004,4.4,1,462,18 - 24,Nu,Dai hoc,Tren 20 - 40 trieu,Khoang moi thang,TikTok Shop,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0207,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,3,4,5,5,3,5.0,5,4,4,4,2,2,3.0,4,4,6,5,5,4,4,6,5.0,6,6,6,7,4,5,2,5,7,5,6,5,2,3,5,2.5,8.1,11.1,7,342,45 - 54,Nam,Sau dai hoc,5 - 10 trieu,Khoang moi tuan,Shopee,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0208,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,3,3,2,3,2,3.0,3,2,3,3,2,2,3.0,3,3,4,3,3,2,4,6,4.0,5,5,5,6,5,5,6,4,5,5,6,5,2,1,4,5.8,7.6,8.9,5,622,25 - 34,Nam,Trung cap - Cao dang,Duoi 5 trieu,Khoang moi tuan,Lazada,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0209,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,5,3,5,3,5,5.0,4,5,3,3,3,3,3.0,3,3,4,4,6,4,7,5,3.0,3,4,4,2,3,5,2,4,5,5,5,5,2,5,4,0.5,3.4,4.2,6,201,18 - 24,Nam,Dai hoc,Tren 10 - 20 trieu,Nhieu lan moi tuan,TikTok Shop,Tren 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0210,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,2,4,3,3,4.0,4,4,4,3,3,3,4.0,3,2,3,3,5,4,4,5,5.0,7,4,4,5,5,4,6,5,5,6,4,5,2,3,5,0.5,2.9,3.4,5,620,18 - 24,Nu,Dai hoc,Tren 20 - 40 trieu,Nhieu lan moi tuan,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0211,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,6,6,5,5,6,4.0,4,5,5,5,4,6,3.0,4,4,5,5,4,5,4,2,3.0,4,2,3,2,5,5,6,1,1,2,1,5,2,7,5,0.8,1.9,3.7,6,439,18 - 24,Nam,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Shopee,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0212,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,3,3,4,3,3,6,5.0,5,4,4,5,4,3,2.0,3,3,5,5,6,6,5,3,5.0,6,5,5,6,6,5,6,5,4,3,6,5,2,2,2,2.5,2.6,2.8000000000000003,5,617,25 - 34,Nu,Dai hoc,Tren 40 trieu,Nhieu lan moi tuan,TikTok Shop,Tren 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,True
R_2_0213,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,3,3,2,2,4,2.0,1,1,2,1,4,1,2.0,2,3,4,4,4,5,5,2,4.0,4,3,3,4,5,5,5,5,4,3,5,5,2,2,4,2.6,3.0,3.7,1,517,45 - 54,Nam,Dai hoc,5 - 10 trieu,Nhieu lan moi tuan,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
